,sentence,label
270,Kone said in court papers that the union action delayed repairs to elevators at the federal courthouse on Jan. 21 and the Saltonstall state office building on Jan. 23 .,negative
271,Nokia said the outcome was a `` fair and responsible social plan . '',neutral
272,"Both operating profit and net sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005 .",positive
273,The Kyroskoski investment is to be completed in late 2011 and the +Ã¤+Ã±nekoski investment in the spring of 2012 .,neutral
274,It is a solid credit that has been compared to a DZ Bank or a Rabobank .,positive
275,Operating profit margin increased from 11.2 % to 11.7 % .,positive
276,EBIT excluding non-recurring items was estimated to increase from 2009 .,positive
277,The maritime administration said the ships had ignored warnings about the icy conditions .,negative
278,"The adapter , awarded with the `` Certified Integration for SAP -Â« ; NetWeaver '' endorsement , integrates Basware s invoice automation and procurement solutions with more than 200 different ERP systems .",positive
279,"A coker crane will be supplied to Tesoro Corporation 's Golden Eagle Refinery in Martinez , California , while a similar crane will be delivered to BP 's Castell refinery in Spain .",neutral
280,"In Penttil+Ã± 's vision , the most important reason for the transaction is Russia .",neutral
281,The Estonian parliament was set to vote on amendments to the excise duty law on Wednesday that would add 0.42 kroons to the price of a liter of diesel and 0.45 kroons to the price of a liter of gasoline from the start of 2010 .,neutral
282,"Stora Enso Oyj , the largest papermaker , in October said it would close four mills .",negative
283,"It is profitable to make pulp , paper , and sawn goods in areas where the combination of these factors is good .",neutral
284,"The transaction will have a positive impact of around EUR2m on earnings , which Ruukki will recognize during the fourth quarter of this year .",positive
285,"According to the CEO of Nordea Bank Estonia Vahur Kraft , Nordea Finland and Stockmann have been cooperating for more than ten years .",positive
286,"Fortum is looking to invest in several new production units , including a new waste-fired unit at its Brista combined heat and power ( CHP ) plant and a biofuels-based production unit at Vartan CHP plant .",neutral
287,"The cosmetics collection includes an eye shadow , face powder , lip gloss , mascara and accessories .",neutral
288,"Products include Consumer Electronics devices such as mobile phones and their accessories , set-top boxes , flat panel TVs as well as System Solutions products such as infrastructure systems , modules and other industrial segment products .",neutral
289,Finnish Benefon denies claims made in the press that the company is giving up its mobile handset business .,neutral
290,"In 2009 , Fiskars ' cash flow from operating activities amounted to EUR121m , up from EUR97m in the previous year .",positive
291,"Net sales by the Sata-Flexo Group came to some EUR4 .3 m in 2007 , and the group companies employed a total of 40 people .",neutral
292,"MegaFon 's subscriber base increased 16.1 % in 2009 to 50.5 million users as of December 31 , while its market share by the number of customers amounted to 24 % as of late 2009 , up from 23 % as of late 2008 , according to TeliaSonera estimates .",positive
293,"According to Viking Line 's Managing Director , Nils-Erik Eklund , the company 's Board of Directors is very satisfied with Viking Line 's performance .",positive
294,The winners included the Honda Odyssey for minivan and the Nissan Armada for large SUV .,neutral
295,Comptel Corporation will publish its financial statements for 2008 on 12 February 2009 .,neutral
296,"Finland 's Technopolis is planning to bring the first section of a technopark on stream in St. Petersburg at the end of 2008 , Kari Mikkonen , vice president of Technopolis , told reporters in Helsinki .",neutral
297,"Metso expects its net sales to increase by about 10 % in 2008 , at comparable exchange rates .",positive
298,Increased trust of our clients in YIT can be seen as apartment sales accelerated .,positive
299,Operating loss landed at EUR39m including one-offs and at EUR27m excluding one-offs .,neutral
300,TeliaSonera said about $ 100 million will be invested in the next year in the region to bring mobile coverage to about 90 % of Nepal s population .,positive
301,"In his current position , Manty has worked since 1996 .",neutral
302,The construction project is scheduled to start in the second quarter of 2009 and the new building is scheduled to be in place by the end of 2010 .,neutral
303,"Quartal Oy now owns 2,094,063 shares in Satama Interactive Plc , which represents 5,19 per cent of the share capital and voting rights .",neutral
304,"In addition , a further 29 employees can be laid off until further notice and the whole workforce can be laid off for short periods if needed .",negative
305,Okmetic has used the furnaces for the contract manufacturing of solar crystals .,neutral
306,No changes in media activity were seen in October compared with September .,neutral
307,Officials did not disclose the contract value .,neutral
308,Mobile communication and wireless broadband provider Nokia Inc NYSE : NOK today set new financial targets and forecasts for Nokia and the mobile device industry and also for Nokia Siemens Networks and the mobile and fixed infrastructure and related services market .,neutral
309,The hack had been extra nefarious because the tweets activated without being clicked on - it was enough for Web surfers to move their mouse cursors over them .,negative
310,As an overall effect of the above-mentioned measures Glaston will recognize non-recurring expenses of EUR 12 million in the fourth quarter of 2008 .,neutral
311,The mill is concentrating on getting the supercalendered line running satisfactorily before restarting its older newsprint line .,neutral
312,Martela is a front runner in providing innovative solutions and customer service Martela designs and supplies interior solutions for working environments and public spaces .,neutral
313,One of the challenges in the oil production in the North Sea is scale formation that can plug pipelines and halt production .,negative
314,Bosse added that Trygvesta does not have the financial strength to acquire the entire unit .,negative
315,QPR ProcessGuide is available as a system solution with centralized storage and management of process content as well as a standalone desktop version ; QPR ProcessGuide Xpress .,neutral
316,Pharmaceuticals - Poland This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Poland .,neutral
317,"It is the last smartphone running Maemo 5 , which is to be replaced with MeeGo , a joint project between Nokia , Intel and the open source community .",neutral
318,16 February 2011 - Finnish industrial machinery company Metso Oyj ( HEL : MEO1V ) said today it will deliver minerals processing equipment and basic engineering to Canadian miner Northland Resources ( OSL : NAUR ) ( TSE : NAU ) .,positive
